iter	Logloss
1511	0.1997513329
1512	0.199745536
1513	0.1997345903
1514	0.1997292259
1515	0.1997260466
1516	0.1997194987
1517	0.1997147619
1518	0.1997074349
1519	0.19969981
1520	0.1996958012
1521	0.1996906663
1522	0.1996864304
1523	0.1996794802
1524	0.1996739709
1525	0.1996688259
1526	0.1996631126
1527	0.1996535551
1528	0.1996460304
1529	0.199638001
1530	0.1996342396
1531	0.1996279483
1532	0.1996165759
1533	0.1996084878
1534	0.1996003809
1535	0.1995935703
1536	0.1995865942
1537	0.199579764
1538	0.1995739037
1539	0.1995662009
1540	0.1995617477
1541	0.1995523646
1542	0.1995463843
1543	0.1995410329
1544	0.1995325584
1545	0.1995269554
1546	0.1995176891
1547	0.1995129453
1548	0.1995099533
1549	0.1995062962
1550	0.1995010677
1551	0.1994938851
1552	0.1994859794
1553	0.19948029
1554	0.1994766659
1555	0.1994708454
1556	0.1994602548
1557	0.1994538358
1558	0.1994492359
1559	0.1994418311
1560	0.199434378
1561	0.199430279
1562	0.199422206
1563	0.1994141626
1564	0.1994103547
1565	0.1994043737
1566	0.1993975335
1567	0.1993870294
1568	0.1993809387
1569	0.1993749613
1570	0.1993718957
1571	0.1993674269
1572	0.1993667684
1573	0.1993578056
1574	0.199349069
1575	0.1993427341
1576	0.1993356603
1577	0.1993289889
1578	0.1993224567
1579	0.1993155467
1580	0.1993108359
1581	0.1993086027
1582	0.1992972443
1583	0.1992916314
1584	0.1992843502
1585	0.1992801011
1586	0.1992725769
1587	0.1992692705
1588	0.1992639458
1589	0.199259038
1590	0.1992554206
1591	0.1992490322
1592	0.199241544
1593	0.1992375227
1594	0.1992308203
1595	0.1992245856
1596	0.1992225129
1597	0.1992170767
1598	0.199214128
1599	0.1992066101
1600	0.199199071
1601	0.1991926893
1602	0.1991868957
1603	0.1991837465
1604	0.1991772008
1605	0.1991709796
1606	0.1991645181
1607	0.1991607777
1608	0.1991559507
1609	0.1991430734
1610	0.1991375013
1611	0.1991318917
1612	0.199129809
1613	0.1991216886
1614	0.199118502
1615	0.1991134328
1616	0.1991080545
1617	0.1991014723
1618	0.1990949038
1619	0.1990893513
1620	0.1990847898
1621	0.1990741377
1622	0.1990666775
1623	0.1990646851
1624	0.1990571567
1625	0.1990499665
1626	0.1990434657
1627	0.1990384979
1628	0.1990324615
1629	0.1990292189
1630	0.1990249905
1631	0.1990178591
1632	0.1990111699
1633	0.199004451
1634	0.1989958136
1635	0.1989889016
1636	0.1989827707
1637	0.1989761976
1638	0.1989704299
1639	0.1989620457
1640	0.1989557
1641	0.1989489135
1642	0.1989416298
1643	0.1989331784
1644	0.1989240082
1645	0.1989175559
1646	0.1989085943
1647	0.1989015586
1648	0.1988934857
1649	0.1988872362
1650	0.1988800138
1651	0.1988738537
1652	0.1988654238
1653	0.1988566586
1654	0.1988504158
1655	0.198843542
1656	0.1988336223
1657	0.1988257498
1658	0.1988178604
1659	0.1988112207
1660	0.1988083158
1661	0.1988022013
1662	0.1987917603
1663	0.1987811663
1664	0.1987717528
1665	0.1987631339
1666	0.1987607908
1667	0.1987571411
1668	0.1987486508
1669	0.1987411764
1670	0.1987355435
1671	0.198729182
1672	0.1987225404
1673	0.1987147685
1674	0.1987106373
1675	0.1986994242
1676	0.198690064
1677	0.1986846833
1678	0.1986790772
1679	0.1986719702
1680	0.1986626787
1681	0.1986550675
1682	0.1986512798
1683	0.1986452525
1684	0.1986406998
1685	0.1986344906
1686	0.1986331467
1687	0.1986292282
1688	0.198624459
1689	0.1986213834
1690	0.1986141594
1691	0.1986106881
1692	0.1986036605
1693	0.1985985619
1694	0.1985942244
1695	0.1985888648
1696	0.198584335
1697	0.1985788256
1698	0.1985748609
1699	0.198565681
